ISBN,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1558534245,Fiction,Sailing on the Ice: And Other Stories from the Old Squire's Farm,C. A. Stephens,1996,Thomas Nelson Inc,http://images.amazon.com/images/P/1558534245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558534245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558534245.01.LZZZZZZZ.jpg
553580272,Science Fiction,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,http://images.amazon.com/images/P/0553580272.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553580272.01.LZZZZZZZ.jpg
1560980087,Non-Fiction,Bertha Lum (American Printmakers),Mary Evans O'Keefe Gravalos,1991,Smithsonian Inst Pr,http://images.amazon.com/images/P/1560980087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560980087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560980087.01.LZZZZZZZ.jpg
679412271,Fiction,Where the Suckers Moon: An Advertising Story,Randall Rothenberg,1994,Alfred A. Knopf,http://images.amazon.com/images/P/0679412271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679412271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679412271.01.LZZZZZZZ.jpg
803281730,Non-Fiction,The Rocky Mountain Wonderland,Enos A. Mills,1991,Univ of Nebraska Pr,http://images.amazon.com/images/P/0803281730.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0803281730.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0803281730.01.LZZZZZZZ.jpg
345396529,Fantasy,First King of Shannara,Terry Brooks,1996,Ballantine Books,http://images.amazon.com/images/P/0345396529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396529.01.LZZZZZZZ.jpg
440455332,Fiction,Me and My Little Brain,JOHN FITZGERALD,1972,Yearling,http://images.amazon.com/images/P/0440455332.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440455332.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440455332.01.LZZZZZZZ.jpg
1860462995,Fiction,The Swan: A Novel,Sebastiano Vassalli,1998,Harvill Press,http://images.amazon.com/images/P/1860462995.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1860462995.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1860462995.01.LZZZZZZZ.jpg
679452281,Horror,Asylum,Patrick McGrath,1997,Random House Inc,http://images.amazon.com/images/P/0679452281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679452281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679452281.01.LZZZZZZZ.jpg
811807150,Fiction,Swimmer in the Secret Sea: Novella,William Kotzwinkle,1994,Chronicle Books Llc,http://images.amazon.com/images/P/0811807150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811807150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811807150.01.LZZZZZZZ.jpg
393029190,Fiction,And the Sea Will Tell,Vincent Bugliosi,1991,W W Norton &amp; Co Inc,http://images.amazon.com/images/P/0393029190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393029190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393029190.01.LZZZZZZZ.jpg
385425686,Horror,Fishboy: A Ghost's Story,Mark Richard,1994,Anchor,http://images.amazon.com/images/P/0385425686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385425686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385425686.01.LZZZZZZZ.jpg
312169655,Fiction,Popcorn,Ben Elton,1997,Thomas Dunne Books,http://images.amazon.com/images/P/0312169655.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312169655.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312169655.01.LZZZZZZZ.jpg
785324712,Non-Fiction,All New Great American Favorite Brand Name Cookbook,Ltd Editorial Staff Publication International,1997,Publications International,http://images.amazon.com/images/P/0785324712.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785324712.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785324712.01.LZZZZZZZ.jpg
449912558,Science Fiction,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg
934257345,Fiction,Glad Rags,MacDonald Harris,1991,Story Line Press,http://images.amazon.com/images/P/0934257345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0934257345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0934257345.01.LZZZZZZZ.jpg
312205872,Non-Fiction,Slightly  Chipped: Footnotes in Booklore,Lawrence Goldstone,1999,St Martins Pr,http://images.amazon.com/images/P/0312205872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312205872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312205872.01.LZZZZZZZ.jpg
670867144,Non-Fiction,"The 3,000 Mile Garden: An Exchange of Letters on Gardening, Food, and the Good Life",Leslie Land,1996,Viking Books,http://images.amazon.com/images/P/0670867144.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670867144.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670867144.01.LZZZZZZZ.jpg
805051732,Fiction,"The Word \Desire\""""",Rikki Ducornet,1997,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805051732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805051732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805051732.01.LZZZZZZZ.jpg
449300021,Historical Fiction,Les Miserables,VICTOR HUGO,1982,Fawcett,http://images.amazon.com/images/P/0449300021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449300021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449300021.01.LZZZZZZZ.jpg
684835983,Fiction,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon &amp; Schuster,http://images.amazon.com/images/P/0684835983.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684835983.01.LZZZZZZZ.jpg
440226430,Fiction,Summer Sisters,Judy Blume,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440226430.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg
385721358,Fiction,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385721358.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385721358.01.LZZZZZZZ.jpg
031231616X,Coming-of-Age,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,http://images.amazon.com/images/P/031231616X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031231616X.01.LZZZZZZZ.jpg
764504509,Non-Fiction,PowerPoint 2000 for Windows for Dummies,Doug  Lowe,1999,For Dummies,http://images.amazon.com/images/P/0764504509.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764504509.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764504509.01.LZZZZZZZ.jpg
089480829X,Non-Fiction,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,http://images.amazon.com/images/P/089480829X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg
767912233,Fiction,Babyville,JANE GREEN,2003,Broadway,http://images.amazon.com/images/P/0767912233.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767912233.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767912233.01.LZZZZZZZ.jpg
971453217,Non-Fiction,On Becoming Baby Wise: Parenting Your Pre Toddler 5-15 Months (On Becoming. . .),Gary Ezzo,2001,Hawks Flight &amp; Association,http://images.amazon.com/images/P/0971453217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971453217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971453217.01.LZZZZZZZ.jpg
971453209,Non-Fiction,"On Becoming Baby Wise: The Classic Reference Guide Used by Over 1,000,000 Parents Worldwide",Gary Ezzo,2001,Hawks Flight &amp; Association,http://images.amazon.com/images/P/0971453209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971453209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971453209.01.LZZZZZZZ.jpg
785268030,Non-Fiction,Starting Your Marriage Right &lt;i>what You Need To Know In The Early Years To Make It Last A Lifetime&lt;/i>,Dennis Rainey,2000,Nelson Books,http://images.amazon.com/images/P/0785268030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0785268030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0785268030.01.LZZZZZZZ.jpg
743201736,Non-Fiction,The Motley Fool Investment Guide : How The Fool Beats Wall Streets Wise Men And How You Can Too,David Gardner,2001,Fireside,http://images.amazon.com/images/P/0743201736.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743201736.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743201736.01.LZZZZZZZ.jpg
894805770,Non-Fiction,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,http://images.amazon.com/images/P/0894805770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg
440177499,Fantasy,Snow Queen,Joan D. Vinge,1984,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440177499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440177499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440177499.01.LZZZZZZZ.jpg
553232053,Fantasy,Tea with the Black Dragon,R. A. MacAvoy,1983,Bantam Books,http://images.amazon.com/images/P/0553232053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553232053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553232053.01.LZZZZZZZ.jpg
312269102,Crime,Tattoo Girl,Brooke Stevens,2001,St. Martin's Griffin,http://images.amazon.com/images/P/0312269102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312269102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312269102.01.LZZZZZZZ.jpg
62502174,Philosophical fiction,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco,http://images.amazon.com/images/P/0062502174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0062502174.01.LZZZZZZZ.jpg
688177751,Southern fiction,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,http://images.amazon.com/images/P/0688177751.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg
345438329,Southern fiction,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,http://images.amazon.com/images/P/0345438329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg
345401123,Contemporary fiction,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books,http://images.amazon.com/images/P/0345401123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345401123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345401123.01.LZZZZZZZ.jpg
1593160151,Non-fiction,"Use What You've Got, and Other Business Lessons I Learned from My Mom",Barbara Corcoran,2003,Listen &amp; Live Audio,http://images.amazon.com/images/P/1593160151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593160151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593160151.01.LZZZZZZZ.jpg
1593160127,Young adult fiction,Nina: Adolescence,Amy Hassinger,2003,Listen &amp; Live Audio,http://images.amazon.com/images/P/1593160127.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1593160127.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1593160127.01.LZZZZZZZ.jpg
451209435,Feminist fiction,Fear of Flying,Erica Jong,2003,New American Library,http://images.amazon.com/images/P/0451209435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451209435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451209435.01.LZZZZZZZ.jpg
1551669501,Western,Diamond Spur,Diana Palmer,2002,Mira,http://images.amazon.com/images/P/1551669501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669501.01.LZZZZZZZ.jpg
375707972,Historical fiction,The Reader,Bernhard Schlink,1999,Vintage Books USA,http://images.amazon.com/images/P/0375707972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg
618126988,Fantasy,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin,http://images.amazon.com/images/P/0618126988.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618126988.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618126988.01.LZZZZZZZ.jpg
60094850,Women's literature,The Torn Skirt,Rebecca Godfrey,2002,Perennial,http://images.amazon.com/images/P/0060094850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060094850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060094850.01.LZZZZZZZ.jpg
60192305,Self-help,There's a Spiritual Solution to Every Problem,Wayne W. Dyer,2001,HarperCollins,http://images.amazon.com/images/P/0060192305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192305.01.LZZZZZZZ.jpg
142000361,Southern fiction,The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,2002,Penguin Books,http://images.amazon.com/images/P/0142000361.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142000361.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142000361.01.LZZZZZZZ.jpg
872860175,Beat poetry,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers,http://images.amazon.com/images/P/0872860175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872860175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872860175.01.LZZZZZZZ.jpg
031219126X,Gothic fiction,"Frankenstein: Complete, Authoritative Text With Biographical, Historical, and Cultural Contexts, Critical History, and Essays from Contemporary Critic ... tive (Case Studies in Contemporary Criticism)",Mary Wollstonecraft Shelley,2000,Bedford Books,http://images.amazon.com/images/P/031219126X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/031219126X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/031219126X.01.LZZZZZZZ.jpg
20518609,Short stories,Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,1987,Simon &amp; Schuster,http://images.amazon.com/images/P/0020518609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0020518609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0020518609.01.LZZZZZZZ.jpg
345446860,Fiction,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,http://images.amazon.com/images/P/0345446860.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345446860.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg
446310492,Fiction,To Kill a Mockingbird,Harper Lee,1985,Warner Books,http://images.amazon.com/images/P/0446310492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446310492.01.LZZZZZZZ.jpg
037348285X,Non-Fiction,Birds Bees And Babies 1994,Nora Roberts,1994,Silhouette,http://images.amazon.com/images/P/037348285X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037348285X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037348285X.01.LZZZZZZZ.jpg
515090506,Mystery,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,http://images.amazon.com/images/P/0515090506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515090506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515090506.01.LZZZZZZZ.jpg
399145087,Mystery,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,http://images.amazon.com/images/P/0399145087.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399145087.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg
812590244,Mystery,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2001,Forge,http://images.amazon.com/images/P/0812590244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812590244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812590244.01.LZZZZZZZ.jpg
963641328,Non-Fiction,Totally Useless Office Skills: 75 Great Ways to Play at Work,Rick Davis,1997,Hobblebush Books,http://images.amazon.com/images/P/0963641328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963641328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963641328.01.LZZZZZZZ.jpg
1574551108,Religion,Catechism of the Catholic Church,Catholic Church,2000,USCCB,http://images.amazon.com/images/P/1574551108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1574551108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1574551108.01.LZZZZZZZ.jpg
879739304,Religion,Father McBride's Family Catechism: Based on the Catechism of the Catholic Church,Alfred McBride,1997,Our Sunday Visitor,http://images.amazon.com/images/P/0879739304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879739304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879739304.01.LZZZZZZZ.jpg
965712516,Religion,The Missionary's Catechism,Russell L. Ford,1998,US,http://images.amazon.com/images/P/0965712516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965712516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965712516.01.LZZZZZZZ.jpg
670829943,Non-Fiction,The Enthusiasms of Roberston Davies,Robertson Davies,1990,Penguin USA,http://images.amazon.com/images/P/0670829943.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670829943.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670829943.01.LZZZZZZZ.jpg
60192119,Non-Fiction,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers,http://images.amazon.com/images/P/0060192119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060192119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060192119.01.LZZZZZZZ.jpg
836218256,Horror,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218256.01.LZZZZZZZ.jpg
898707129,Non-Fiction,The War Against Population: The Economics and Ideology of Population Control,Jacqueline Kasun,1999,Ignatius Press,http://images.amazon.com/images/P/0898707129.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898707129.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898707129.01.LZZZZZZZ.jpg
805420460,Religion,Mere Christianity,C. S. Lewis,2000,Broadman &amp; Holman Pub,http://images.amazon.com/images/P/0805420460.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805420460.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805420460.01.LZZZZZZZ.jpg
140140352,Fantasy,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade,http://images.amazon.com/images/P/0140140352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140140352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140140352.01.LZZZZZZZ.jpg
1575666529,Mystery,"Wedding Day Murder: A Lucy Stone Mystery (Meier, Leslie. Lucy Stone Mystery.)",Leslie Meier,2001,Kensington Publishing Corporation,http://images.amazon.com/images/P/1575666529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575666529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575666529.01.LZZZZZZZ.jpg
312990456,Mystery,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312990456.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312990456.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312990456.01.LZZZZZZZ.jpg
440221102,Non-Fiction,The Complete Book of Food Counts (Complete Book of Food Counts),Corinne T. Netzer,1998,Dell,http://images.amazon.com/images/P/0440221102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221102.01.LZZZZZZZ.jpg
316969680,Fiction,The Beach House,James Patterson,2002,"Little, Brown",http://images.amazon.com/images/P/0316969680.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg
8807015293,Fiction,Bar sport duemila (I narratori/Feltrinelli),Stefano Benni,1997,Feltrinelli,http://images.amazon.com/images/P/8807015293.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8807015293.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8807015293.01.LZZZZZZZ.jpg
881787017X,Fiction,Senza Sangue,Alessandro Baricco,2002,Rizzoli Publications,http://images.amazon.com/images/P/881787017X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/881787017X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/881787017X.01.LZZZZZZZ.jpg
449207463,Fiction,Superior Women,Alice Adams,1993,Fawcett Books,http://images.amazon.com/images/P/0449207463.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449207463.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449207463.01.LZZZZZZZ.jpg
689109865,Fiction,The BOOK OF BEBB,Frederick Buechner,1979,Scribner,http://images.amazon.com/images/P/0689109865.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689109865.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689109865.01.LZZZZZZZ.jpg
3518368540,Fiction,Homo Faber,Max Frisch,0,Distribooks Int'l+inc,http://images.amazon.com/images/P/3518368540.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3518368540.01.LZZZZZZZ.jpg
312423209,Fiction,Mason &amp; Dixon,Thomas Pynchon,2004,Picador,http://images.amazon.com/images/P/0312423209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312423209.01.LZZZZZZZ.jpg
141180633,Fiction,Vineland,Thomas Pynchon,1997,Penguin Books,http://images.amazon.com/images/P/0141180633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141180633.01.LZZZZZZZ.jpg
140283382,Fiction,Gravity's Rainbow,Thomas Pynchon,2000,Penguin Books,http://images.amazon.com/images/P/0140283382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140283382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140283382.01.LZZZZZZZ.jpg
786248688,Fiction,The Book of Illusions (Thorndike Americana),Paul Auster,2003,Thorndike Press,http://images.amazon.com/images/P/0786248688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786248688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786248688.01.LZZZZZZZ.jpg
773762078,Fantasy,Maiden of the Mist: A Legend of Niagara Falls,Veronika Martenova Charles,2001,Stoddart Kids,http://images.amazon.com/images/P/0773762078.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0773762078.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0773762078.01.LZZZZZZZ.jpg
884041093,Non-Fiction,Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics,L. Ron Hubbard,1982,Bridge Publications,http://images.amazon.com/images/P/0884041093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884041093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884041093.01.LZZZZZZZ.jpg
884040801,Non-Fiction,Self Analysis,Ron L. Hubbard,1982,Bridge Pubns,http://images.amazon.com/images/P/0884040801.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884040801.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884040801.01.LZZZZZZZ.jpg
786887842,Non-Fiction,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax,http://images.amazon.com/images/P/0786887842.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786887842.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786887842.01.LZZZZZZZ.jpg
450542912,Fiction,Rain Uk,Stephen Gallagher,0,Trafalgar Square,http://images.amazon.com/images/P/0450542912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0450542912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0450542912.01.LZZZZZZZ.jpg
192817264,Fiction,Kidnapped and Catriona (World Classics),Robert Louis Stevenson,1986,Oxford University Press,http://images.amazon.com/images/P/0192817264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192817264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192817264.01.LZZZZZZZ.jpg
751522732,Fiction,Shes Leaving Home,Edwina Currie,2001,Little Brown UK Ltd,http://images.amazon.com/images/P/0751522732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751522732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751522732.01.LZZZZZZZ.jpg
91850401,Non-Fiction,South Seas Myths and Legends (Myths and Legends Series),Donald A. Mackenzie,1996,Trafalgar Square,http://images.amazon.com/images/P/0091850401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0091850401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0091850401.01.LZZZZZZZ.jpg
1853260312,Fiction,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company,http://images.amazon.com/images/P/1853260312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260312.01.LZZZZZZZ.jpg
140016821,Fiction,Cider With Rosie,Laurie Lee,1978,Penguin USA,http://images.amazon.com/images/P/0140016821.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140016821.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140016821.01.LZZZZZZZ.jpg
